,Index,incident_number,crime,occurred_on,month,intersection,city,state,geometry,location,time,day_of_week,moon_phaseid,moon_phase
1984,12584,1712200385,Theft From Motor Vehicle,5/1/17,May,6300 S D ST,  TACOMA,   WA,-122.436575  47.199854,"47.199854, -122.436575",21:00,Monday,0,0
1985,11772,1701209007,Theft From Motor Vehicle,1/12/17,Jan,6300 TACOMA AV S,  TACOMA,   WA,-122.439212  47.199799,"47.199799, -122.439212",4:00,Thursday,3,Full Moon
1986,13644,1729100455,Theft From Motor Vehicle,10/17/17,Oct,6300 TACOMA AV S,  TACOMA,   WA,-122.439212  47.199799,"47.199799, -122.439212",17:00,Tuesday,0,0
1987,11634,1727100833,Theft From Motor Vehicle,9/28/17,Sep,6200 S ALASKA ST,  TACOMA,   WA,-122.459599  47.199408,"47.199408, -122.459599",10:00,Thursday,0,0
1988,12192,1706509008,Theft From Motor Vehicle,3/4/17,Mar,6200 S ALASKA ST,  TACOMA,   WA,-122.459599  47.199408,"47.199408, -122.459599",14:00,Saturday,0,0
1989,13224,1701600518,Theft From Motor Vehicle,1/16/17,Jan,6200 S ALASKA ST,  TACOMA,   WA,-122.459599  47.199408,"47.199408, -122.459599",7:00,Monday,0,0
1990,13092,1720509002,Theft From Motor Vehicle,7/21/17,Jul,3100 S 64TH ST,  TACOMA,   WA,-122.475672  47.199249,"47.199249, -122.475672",5:00,Friday,0,0
1991,12314,1707909025,Theft From Motor Vehicle,3/17/17,Mar,1000 S 64TH ST,  TACOMA,   WA,-122.447171  47.199215,"47.199215, -122.447171",6:00,Friday,0,0
1992,11716,1700709009,Theft From Motor Vehicle,1/6/17,Jan,6400 YAKIMA AV,  TACOMA,   WA,-122.443226  47.199213,"47.199213, -122.443226",14:00,Friday,0,0
1993,12894,1717509007,Theft From Motor Vehicle,6/19/17,Jun,6400 S PARK AV,  TACOMA,   WA,-122.441844  47.199209,"47.199209, -122.441844",17:00,Monday,0,0
1994,12363,1708609002,Theft From Motor Vehicle,3/27/17,Mar,900 S 64TH ST,  TACOMA,   WA,-122.445879  47.199203,"47.199203, -122.445879",11:00,Monday,1,New Moon
1995,14125,1732409017,Theft From Motor Vehicle,11/4/17,Nov,800 E 64TH ST,  TACOMA,   WA,-122.420511  47.19903,"47.19903, -122.420511",7:00,Saturday,0,0
1996,11642,1700101533,Theft From Motor Vehicle,1/1/17,Jan,6400 S GOVE ST,  TACOMA,   WA,-122.499589  47.198997,"47.198997, -122.499589",10:00,Sunday,0,0
1997,13319,1726209001,Theft From Motor Vehicle,9/18/17,Sep,6400 S GOVE ST,  TACOMA,   WA,-122.499589  47.198997,"47.198997, -122.499589",8:00,Monday,0,0
1998,13926,1722609024,Theft From Motor Vehicle,8/12/17,Aug,1700 E 64TH ST,  TACOMA,   WA,-122.406071  47.198984,"47.198984, -122.406071",19:00,Saturday,0,0
1999,12546,1711500564,Theft From Motor Vehicle,4/21/17,Apr,6400 PACIFIC AV,  TACOMA,   WA,-122.433935  47.19898,"47.19898, -122.433935",20:00,Friday,0,0
2000,13114,1720609023,Theft From Motor Vehicle,7/25/17,Jul,6400 PACIFIC AV,  TACOMA,   WA,-122.433935  47.19898,"47.19898, -122.433935",8:00,Tuesday,0,0
2001,12874,1717209014,Theft From Motor Vehicle,6/19/17,Jun,6400 S WAPATO ST,  TACOMA,   WA,-122.468313  47.198762,"47.198762, -122.468313",22:00,Monday,0,0
2002,11846,1701901103,Theft From Motor Vehicle,1/17/17,Jan,6400 S FERDINAND ST,  TACOMA,   WA,-122.502113  47.198732,"47.198732, -122.502113",23:00,Tuesday,0,0
2003,12316,1708009025,Theft From Motor Vehicle,3/21/17,Mar,6400 S J ST,  TACOMA,   WA,-122.447145  47.198668,"47.198668, -122.447145",0:00,Tuesday,0,0
2004,13039,1719700834,Theft From Motor Vehicle,7/11/17,Jul,6400 S FIFE ST,  TACOMA,   WA,-122.470964  47.19856,"47.19856, -122.470964",14:00,Tuesday,0,0
2005,12263,1707301401,Theft From Motor Vehicle,3/9/17,Mar,6400 S MONTGOMERY ST,  TACOMA,   WA,-122.478428  47.198542,"47.198542, -122.478428",16:00,Thursday,0,0
2006,13049,1719809008,Theft From Motor Vehicle,7/16/17,Jul,6400 S MONTGOMERY ST,  TACOMA,   WA,-122.478428  47.198542,"47.198542, -122.478428",23:00,Sunday,4,Last Quarter
2007,12130,1705709001,Theft From Motor Vehicle,2/26/17,Feb,6400 S BELL ST,  TACOMA,   WA,-122.432629  47.198494,"47.198494, -122.432629",0:00,Sunday,1,New Moon
2008,13410,1727009018,Theft From Motor Vehicle,9/26/17,Sep,6400 S BELL ST,  TACOMA,   WA,-122.432629  47.198494,"47.198494, -122.432629",7:00,Tuesday,0,0
2009,13617,1728800744,Theft From Motor Vehicle,10/15/17,Oct,6400 S ADAMS ST,  TACOMA,   WA,-122.486509  47.198424,"47.198424, -122.486509",1:00,Sunday,0,0
2010,13710,1729301199,Theft From Motor Vehicle,10/20/17,Oct,6400 TACOMA MALL BLVD,  TACOMA,   WA,-122.463024  47.198406,"47.198406, -122.463024",13:00,Friday,0,0
2011,12666,1714100798,Theft From Motor Vehicle,5/21/17,May,6500 S SHERIDAN AV,  TACOMA,   WA,-122.45251  47.19832,"47.19832, -122.45251",11:00,Sunday,0,0
2012,12900,1717702040,Theft From Motor Vehicle,6/26/17,Jun,6500 S SHERIDAN AV,  TACOMA,   WA,-122.45251  47.19832,"47.19832, -122.45251",19:00,Monday,0,0
2013,12921,1725000756,Theft From Motor Vehicle,9/7/17,Sep,6500 S SHERIDAN AV,  TACOMA,   WA,-122.45251  47.19832,"47.19832, -122.45251",9:00,Thursday,0,0
2014,12581,1712109013,Theft From Motor Vehicle,4/29/17,Apr,6500 E N ST,  TACOMA,   WA,-122.409821  47.198101,"47.198101, -122.409821",22:00,Saturday,0,0
2015,12085,1715900524,Theft From Motor Vehicle,6/8/17,Jun,6500 HOMESTEAD AV,  TACOMA,   WA,-122.401198  47.19796,"47.19796, -122.401198",0:00,Thursday,0,0
2016,14019,1731009014,Theft From Motor Vehicle,11/5/17,Nov,700 S 65TH ST,  TACOMA,   WA,-122.441231  47.197887,"47.197887, -122.441231",23:00,Sunday,0,0
2017,12968,1718809005,Theft From Motor Vehicle,7/4/17,Jul,6600 E SONIA ST,  TACOMA,   WA,-122.403158  47.19754,"47.19754, -122.403158",0:00,Tuesday,0,0
2018,13272,1725800836,Theft From Motor Vehicle,9/15/17,Sep,4000 S 66TH ST,  TACOMA,   WA,-122.49025  47.197425,"47.197425, -122.49025",0:00,Friday,0,0
2019,14224,1713000588,Theft From Motor Vehicle,5/9/17,May,4000 S 66TH ST,  TACOMA,   WA,-122.49025  47.197425,"47.197425, -122.49025",21:00,Tuesday,0,0
2020,13844,1723300487,Theft From Motor Vehicle,8/21/17,Aug,6600 S MONROE ST,  TACOMA,   WA,-122.491568  47.197421,"47.197421, -122.491568",8:00,Monday,1,New Moon
2021,12044,1704301467,Theft From Motor Vehicle,2/12/17,Feb,2000 S 66TH ST,  TACOMA,   WA,-122.463149  47.19741,"47.19741, -122.463149",20:00,Sunday,0,0
2022,12045,1704301528,Theft From Motor Vehicle,2/12/17,Feb,2000 S 66TH ST,  TACOMA,   WA,-122.463149  47.19741,"47.19741, -122.463149",20:00,Sunday,0,0
2023,11677,1700401429,Theft From Motor Vehicle,1/3/17,Jan,3800 S 66TH ST,  TACOMA,   WA,-122.486798  47.197399,"47.197399, -122.486798",17:00,Tuesday,0,0
2024,12595,1712409021,Theft From Motor Vehicle,5/2/17,May,3800 S 66TH ST,  TACOMA,   WA,-122.486798  47.197399,"47.197399, -122.486798",21:00,Tuesday,2,First Quarter
2025,11808,1701701090,Theft From Motor Vehicle,1/17/17,Jan,6600 S PROCTOR ST,  TACOMA,   WA,-122.488948  47.197341,"47.197341, -122.488948",7:00,Tuesday,0,0
2026,13183,1724800373,Theft From Motor Vehicle,9/4/17,Sep,6600 S PROCTOR ST,  TACOMA,   WA,-122.488948  47.197341,"47.197341, -122.488948",22:00,Monday,0,0
2027,14200,1726809031,Theft From Motor Vehicle,9/25/17,Sep,6600 S TACOMA WY,  TACOMA,   WA,-122.483692  47.197116,"47.197116, -122.483692",11:00,Monday,0,0
2028,13356,1728709010,Theft From Motor Vehicle,10/12/17,Oct,6600 S WAPATO ST,  TACOMA,   WA,-122.468386  47.19684,"47.19684, -122.468386",23:00,Thursday,4,Last Quarter
2029,11749,1701001091,Theft From Motor Vehicle,1/6/17,Jan,6600 S LAWRENCE ST,  TACOMA,   WA,-122.479789  47.19678,"47.19678, -122.479789",16:00,Friday,0,0
2030,13623,1728900966,Theft From Motor Vehicle,10/15/17,Oct,6600 TACOMA MALL BLVD,  TACOMA,   WA,-122.463052  47.196756,"47.196756, -122.463052",20:00,Sunday,0,0
2031,11794,1701509015,Theft From Motor Vehicle,1/14/17,Jan,1100 S 67TH ST,  TACOMA,   WA,-122.448841  47.196666,"47.196666, -122.448841",22:00,Saturday,0,0
2032,12800,1716209018,Theft From Motor Vehicle,6/10/17,Jun,6700 S PARK AV,  TACOMA,   WA,-122.441839  47.196553,"47.196553, -122.441839",23:00,Saturday,0,0
2033,12406,1709401342,Theft From Motor Vehicle,4/3/17,Apr,6600 E TONIA ST,  TACOMA,   WA,-122.40188  47.196441,"47.196441, -122.40188",17:00,Monday,2,First Quarter
2034,13413,1707409006,Theft From Motor Vehicle,3/15/17,Mar,100 E 67TH ST,  TACOMA,   WA,-122.430131  47.19642,"47.19642, -122.430131",0:00,Wednesday,0,0
2035,12957,1718701362,Theft From Motor Vehicle,7/6/17,Jul,6700 S TYLER ST,  TACOMA,   WA,-122.492828  47.196338,"47.196338, -122.492828",5:00,Thursday,0,0
2036,12358,1708509019,Theft From Motor Vehicle,3/24/17,Mar,6700 TACOMA MALL BLVD,  TACOMA,   WA,-122.463065  47.196118,"47.196118, -122.463065",13:00,Friday,0,0
2037,12605,1712601278,Theft From Motor Vehicle,5/3/17,May,6700 S C ST,  TACOMA,   WA,-122.435327  47.19605,"47.19605, -122.435327",23:00,Wednesday,0,0
2038,11758,1701100350,Theft From Motor Vehicle,1/10/17,Jan,6700 S BELL ST,  TACOMA,   WA,-122.432618  47.195905,"47.195905, -122.432618",16:00,Tuesday,0,0
2039,12836,1724409007,Theft From Motor Vehicle,8/31/17,Aug,6700 S BELL ST,  TACOMA,   WA,-122.432618  47.195905,"47.195905, -122.432618",21:00,Thursday,0,0
2040,12596,1712409024,Theft From Motor Vehicle,5/2/17,May,6900 S STEVENS ST,  TACOMA,   WA,-122.495315  47.195691,"47.195691, -122.495315",22:00,Tuesday,2,First Quarter
2041,12623,1713309009,Theft From Motor Vehicle,5/10/17,May,100 E LINDEN ST,  TACOMA,   WA,-122.431353  47.195682,"47.195682, -122.431353",4:00,Wednesday,3,Full Moon
2042,12135,1705800983,Theft From Motor Vehicle,2/27/17,Feb,6800 S SHERIDAN AV,  TACOMA,   WA,-122.452537  47.195617,"47.195617, -122.452537",12:00,Monday,0,0
2043,13193,1725100973,Theft From Motor Vehicle,7/8/17,Jul,6800 S TACOMA WY,  TACOMA,   WA,-122.483698  47.195601,"47.195601, -122.483698",12:00,Saturday,3,Full Moon
2044,13612,1728700587,Theft From Motor Vehicle,10/14/17,Oct,6800 S FERDINAND ST,  TACOMA,   WA,-122.50211  47.195408,"47.195408, -122.50211",10:00,Saturday,0,0
2045,14111,1732309005,Theft From Motor Vehicle,11/17/17,Nov,6800 S FERDINAND ST,  TACOMA,   WA,-122.50211  47.195408,"47.195408, -122.50211",17:00,Friday,0,0
2046,11887,1702209008,Theft From Motor Vehicle,1/20/17,Jan,1000 E 68TH ST,  TACOMA,   WA,-122.416576  47.195369,"47.195369, -122.416576",12:00,Friday,0,0
2047,11856,1702000881,Theft From Motor Vehicle,1/20/17,Jan,6800 FAWCETT AV,  TACOMA,   WA,-122.437915  47.195298,"47.195298, -122.437915",7:00,Friday,0,0
2048,13711,1729309006,Theft From Motor Vehicle,10/20/17,Oct,300 S 68TH ST,  TACOMA,   WA,-122.435313  47.195288,"47.195288, -122.435313",3:00,Friday,0,0
2049,13508,1727609007,Theft From Motor Vehicle,10/2/17,Oct,6800 A ST,  TACOMA,   WA,-122.431355  47.195246,"47.195246, -122.431355",3:00,Monday,0,0
2050,13252,1702700251,Theft From Motor Vehicle,1/27/17,Jan,6800 S PROSPECT ST,  TACOMA,   WA,-122.469751  47.194917,"47.194917, -122.469751",5:00,Friday,1,New Moon
2051,12449,1709809002,Theft From Motor Vehicle,4/8/17,Apr,6800 S G ST,  TACOMA,   WA,-122.440556  47.1949,"47.1949, -122.440556",5:00,Saturday,0,0
2052,13101,1720509028,Theft From Motor Vehicle,7/21/17,Jul,6900 E E ST,  TACOMA,   WA,-122.42432  47.194827,"47.194827, -122.42432",1:00,Friday,0,0
2053,11811,1701709005,Theft From Motor Vehicle,1/17/17,Jan,4000 S 69TH ST,  TACOMA,   WA,-122.490286  47.194707,"47.194707, -122.490286",1:00,Tuesday,0,0
2054,13077,1720109014,Theft From Motor Vehicle,7/20/17,Jul,6800 E SONIA ST,  TACOMA,   WA,-122.403098  47.194592,"47.194592, -122.403098",5:00,Thursday,0,0
2055,11860,1702009003,Theft From Motor Vehicle,1/20/17,Jan,6800 S M ST,  TACOMA,   WA,-122.451178  47.19439,"47.19439, -122.451178",11:00,Friday,0,0
2056,13795,1722209011,Theft From Motor Vehicle,8/8/17,Aug,6800 S K ST,  TACOMA,   WA,-122.448515  47.194351,"47.194351, -122.448515",0:00,Tuesday,0,0
2057,12118,1705509009,Theft From Motor Vehicle,2/23/17,Feb,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",17:00,Thursday,0,0
2058,12465,1709900762,Theft From Motor Vehicle,4/8/17,Apr,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",23:00,Saturday,0,0
2059,12524,1711100769,Theft From Motor Vehicle,4/20/17,Apr,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",22:00,Thursday,0,0
2060,12778,1715702197,Theft From Motor Vehicle,6/6/17,Jun,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",17:00,Tuesday,0,0
2061,12843,1724500789,Theft From Motor Vehicle,9/1/17,Sep,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",15:00,Friday,0,0
2062,12896,1724600031,Theft From Motor Vehicle,9/2/17,Sep,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",23:00,Saturday,0,0
2063,13086,1720500222,Theft From Motor Vehicle,7/23/17,Jul,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",22:00,Sunday,1,New Moon
2064,13232,1725301359,Theft From Motor Vehicle,9/10/17,Sep,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",13:00,Sunday,0,0
2065,13346,1704802382,Theft From Motor Vehicle,2/17/17,Feb,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",22:00,Friday,0,0
2066,13670,1717609005,Theft From Motor Vehicle,6/25/17,Jun,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",1:00,Sunday,0,0
2067,13695,1723300347,Theft From Motor Vehicle,8/20/17,Aug,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",6:00,Sunday,0,0
2068,13759,1721400416,Theft From Motor Vehicle,8/2/17,Aug,6800 TACOMA MALL BLVD,  TACOMA,   WA,-122.463087  47.194332,"47.194332, -122.463087",6:00,Wednesday,0,0
2069,12126,1705700504,Theft From Motor Vehicle,2/25/17,Feb,6900 E I ST,  TACOMA,   WA,-122.419095  47.194008,"47.194008, -122.419095",16:00,Saturday,0,0
2070,13652,1729109015,Theft From Motor Vehicle,10/18/17,Oct,6900 S MADISON ST,  TACOMA,   WA,-122.490295  47.19384,"47.19384, -122.490295",9:00,Wednesday,0,0
2071,12569,1712009015,Theft From Motor Vehicle,4/29/17,Apr,7000 E J ST,  TACOMA,   WA,-122.416822  47.193525,"47.193525, -122.416822",23:00,Saturday,0,0
2072,13054,1719909027,Theft From Motor Vehicle,7/16/17,Jul,7000 E B ST,  TACOMA,   WA,-122.428754  47.193297,"47.193297, -122.428754",17:00,Sunday,4,Last Quarter
2073,13787,1722000418,Theft From Motor Vehicle,8/5/17,Aug,7000 PACIFIC AV,  TACOMA,   WA,-122.433995  47.193243,"47.193243, -122.433995",0:00,Saturday,0,0
2074,13908,1724200719,Theft From Motor Vehicle,8/29/17,Aug,7000 PACIFIC AV,  TACOMA,   WA,-122.433995  47.193243,"47.193243, -122.433995",21:00,Tuesday,2,First Quarter
2075,13429,1729709020,Theft From Motor Vehicle,10/24/17,Oct,4300 S 72ND ST,  TACOMA,   WA,-122.494153  47.193111,"47.193111, -122.494153",1:00,Tuesday,0,0
2076,12225,1706909026,Theft From Motor Vehicle,3/7/17,Mar,7000 S ALDER ST,  TACOMA,   WA,-122.477121  47.193097,"47.193097, -122.477121",20:00,Tuesday,0,0
2077,13563,1728409004,Theft From Motor Vehicle,10/9/17,Oct,7000 E TONIA ST,  TACOMA,   WA,-122.401939  47.192944,"47.192944, -122.401939",0:00,Monday,0,0
2078,11765,1701101456,Theft From Motor Vehicle,1/7/17,Jan,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",15:00,Saturday,0,0
2079,11874,1702109007,Theft From Motor Vehicle,1/21/17,Jan,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",9:00,Saturday,0,0
2080,12002,1703809003,Theft From Motor Vehicle,2/6/17,Feb,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",11:00,Monday,0,0
2081,12692,1714602105,Theft From Motor Vehicle,5/26/17,May,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",19:00,Friday,0,0
2082,12868,1717200763,Theft From Motor Vehicle,6/15/17,Jun,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",13:00,Thursday,0,0
2083,13082,1720209009,Theft From Motor Vehicle,7/20/17,Jul,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",13:00,Thursday,0,0
2084,13201,1725501075,Theft From Motor Vehicle,9/12/17,Sep,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",12:00,Tuesday,4,Last Quarter
2085,13702,1720009025,Theft From Motor Vehicle,7/18/17,Jul,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",19:00,Tuesday,0,0
2086,14142,1732601017,Theft From Motor Vehicle,11/22/17,Nov,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",10:00,Wednesday,0,0
2087,14186,1733100620,Theft From Motor Vehicle,11/24/17,Nov,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",18:00,Friday,0,0
2088,14205,1725001031,Theft From Motor Vehicle,9/7/17,Sep,7000 TACOMA MALL BLVD,  TACOMA,   WA,-122.46311  47.192903,"47.192903, -122.46311",12:00,Thursday,0,0
2089,11775,1701301186,Theft From Motor Vehicle,1/13/17,Jan,7000 S D ST,  TACOMA,   WA,-122.436635  47.1929,"47.1929, -122.436635",14:00,Friday,0,0
2090,11798,1701609007,Theft From Motor Vehicle,1/15/17,Jan,7000 S D ST,  TACOMA,   WA,-122.436635  47.1929,"47.1929, -122.436635",22:00,Sunday,0,0
2091,12061,1704601161,Theft From Motor Vehicle,2/15/17,Feb,7000 S D ST,  TACOMA,   WA,-122.436635  47.1929,"47.1929, -122.436635",14:00,Wednesday,0,0
2092,12298,1707809002,Theft From Motor Vehicle,3/18/17,Mar,7000 S D ST,  TACOMA,   WA,-122.436635  47.1929,"47.1929, -122.436635",19:00,Saturday,0,0
2093,12300,1707809010,Theft From Motor Vehicle,3/18/17,Mar,7000 S D ST,  TACOMA,   WA,-122.436635  47.1929,"47.1929, -122.436635",15:00,Saturday,0,0
2094,12331,1708209003,Theft From Motor Vehicle,3/22/17,Mar,7000 S D ST,  TACOMA,   WA,-122.436635  47.1929,"47.1929, -122.436635",15:00,Wednesday,0,0
2095,12563,1711800417,Theft From Motor Vehicle,4/28/17,Apr,7000 S D ST,  TACOMA,   WA,-122.436635  47.1929,"47.1929, -122.436635",4:00,Friday,0,0
2096,13449,1727109005,Theft From Motor Vehicle,9/28/17,Sep,7000 S TRAFTON ST,  TACOMA,   WA,-122.467162  47.192894,"47.192894, -122.467162",3:00,Thursday,0,0
2097,12948,1718409010,Theft From Motor Vehicle,7/1/17,Jul,7000 S PARK AV,  TACOMA,   WA,-122.441868  47.192852,"47.192852, -122.441868",9:00,Saturday,0,0
2098,13594,1731109020,Theft From Motor Vehicle,11/2/17,Nov,7000 S PARK AV,  TACOMA,   WA,-122.441868  47.192852,"47.192852, -122.441868",20:00,Thursday,0,0
2099,12150,1706000808,Theft From Motor Vehicle,3/1/17,Mar,1200 E 71ST ST,  TACOMA,   WA,-122.413565  47.192679,"47.192679, -122.413565",2:00,Wednesday,0,0
2100,11800,1725009001,Theft From Motor Vehicle,9/7/17,Sep,7200 S MASON AV,  TACOMA,   WA,-122.494097  47.192586,"47.192586, -122.494097",0:00,Thursday,0,0
2101,14220,1713009022,Theft From Motor Vehicle,5/10/17,May,4300 S 73RD ST,  TACOMA,   WA,-122.494616  47.192489,"47.192489, -122.494616",7:00,Wednesday,3,Full Moon
2102,13176,1727109016,Theft From Motor Vehicle,9/28/17,Sep,7100 E I ST,  TACOMA,   WA,-122.419114  47.192442,"47.192442, -122.419114",5:00,Thursday,0,0
2103,13004,1719209009,Theft From Motor Vehicle,7/10/17,Jul,7100 E ROOSEVELT AV,  TACOMA,   WA,-122.399844  47.192171,"47.192171, -122.399844",6:00,Monday,0,0
2104,12730,1715200113,Theft From Motor Vehicle,6/1/17,Jun,3300 S 72ND ST,  TACOMA,   WA,-122.479784  47.19203,"47.19203, -122.479784",1:00,Thursday,2,First Quarter
2105,11888,1702209009,Theft From Motor Vehicle,1/7/17,Jan,1200 S 72ND ST,  TACOMA,   WA,-122.44985  47.191924,"47.191924, -122.44985",23:00,Saturday,0,0
2106,13498,1727501471,Theft From Motor Vehicle,9/28/17,Sep,7300 S L ST,  TACOMA,   WA,-122.449852  47.191924,"47.191924, -122.449852",19:00,Thursday,0,0
2107,11678,1700401560,Theft From Motor Vehicle,1/4/17,Jan,1700 S 72ND ST,  TACOMA,   WA,-122.457859  47.191923,"47.191923, -122.457859",13:00,Wednesday,0,0
2108,11841,1701900387,Theft From Motor Vehicle,1/19/17,Jan,1700 S 72ND ST,  TACOMA,   WA,-122.457859  47.191923,"47.191923, -122.457859",7:00,Thursday,4,Last Quarter
2109,12100,1705300625,Theft From Motor Vehicle,2/22/17,Feb,1700 S 72ND ST,  TACOMA,   WA,-122.457859  47.191923,"47.191923, -122.457859",9:00,Wednesday,0,0
2110,13137,1720909002,Theft From Motor Vehicle,7/27/17,Jul,1700 S 72ND ST,  TACOMA,   WA,-122.457859  47.191923,"47.191923, -122.457859",21:00,Thursday,0,0
2111,13545,1728109003,Theft From Motor Vehicle,10/7/17,Oct,1700 S 72ND ST,  TACOMA,   WA,-122.457859  47.191923,"47.191923, -122.457859",11:00,Saturday,0,0
2112,13718,1729401192,Theft From Motor Vehicle,10/21/17,Oct,1700 S 72ND ST,  TACOMA,   WA,-122.457859  47.191923,"47.191923, -122.457859",15:00,Saturday,0,0
2113,13719,1729401272,Theft From Motor Vehicle,10/21/17,Oct,1700 S 72ND ST,  TACOMA,   WA,-122.457859  47.191923,"47.191923, -122.457859",15:00,Saturday,0,0
2114,12681,1714309015,Theft From Motor Vehicle,5/22/17,May,7300 S M ST,  TACOMA,   WA,-122.451179  47.191922,"47.191922, -122.451179",21:00,Monday,0,0
2115,11843,1701900601,Theft From Motor Vehicle,1/18/17,Jan,7200 S PARK AV,  TACOMA,   WA,-122.441873  47.19192,"47.19192, -122.441873",16:00,Wednesday,0,0
2116,13789,1722001124,Theft From Motor Vehicle,8/8/17,Aug,7200 S PARK AV,  TACOMA,   WA,-122.441873  47.19192,"47.19192, -122.441873",13:00,Tuesday,0,0
2117,11931,1702509032,Theft From Motor Vehicle,1/22/17,Jan,7200 E E ST,  TACOMA,   WA,-122.424781  47.191888,"47.191888, -122.424781",4:00,Sunday,0,0
2118,13344,1704800885,Theft From Motor Vehicle,2/4/17,Feb,7200 E E ST,  TACOMA,   WA,-122.424781  47.191888,"47.191888, -122.424781",10:00,Saturday,0,0
2119,13810,1722500604,Theft From Motor Vehicle,8/12/17,Aug,100 E 72ND ST,  TACOMA,   WA,-122.431364  47.19187,"47.19187, -122.431364",23:00,Saturday,0,0
2120,12704,1714809009,Theft From Motor Vehicle,5/27/17,May,800 72ND ST E,  TACOMA,   WA,-122.42096  47.191813,"47.191813, -122.42096",8:00,Saturday,0,0
2121,13025,1719409023,Theft From Motor Vehicle,7/12/17,Jul,800 72ND ST E,  TACOMA,   WA,-122.42096  47.191813,"47.191813, -122.42096",10:00,Wednesday,0,0
2122,13312,1726109033,Theft From Motor Vehicle,9/17/17,Sep,800 72ND ST E,  TACOMA,   WA,-122.42096  47.191813,"47.191813, -122.42096",12:00,Sunday,0,0
2123,13698,1719909002,Theft From Motor Vehicle,7/17/17,Jul,800 72ND ST E,  TACOMA,   WA,-122.42096  47.191813,"47.191813, -122.42096",11:00,Monday,0,0
2124,14182,1733109003,Theft From Motor Vehicle,11/27/17,Nov,800 72ND ST E,  TACOMA,   WA,-122.42096  47.191813,"47.191813, -122.42096",3:00,Monday,0,0
2125,13019,1719301191,Theft From Motor Vehicle,7/11/17,Jul,7200 S MONROE ST,  TACOMA,   WA,-122.491609  47.191806,"47.191806, -122.491609",22:00,Tuesday,0,0
2126,11893,1702300788,Theft From Motor Vehicle,1/23/17,Jan,900 72ND ST E,  TACOMA,   WA,-122.419121  47.191765,"47.191765, -122.419121",10:00,Monday,0,0
2127,11657,1700301667,Theft From Motor Vehicle,1/3/17,Jan,1400 E 72ND ST,  TACOMA,   WA,-122.410361  47.191763,"47.191763, -122.410361",11:00,Tuesday,0,0
2128,11989,1703501468,Theft From Motor Vehicle,2/4/17,Feb,1400 E 72ND ST,  TACOMA,   WA,-122.410361  47.191763,"47.191763, -122.410361",19:00,Saturday,0,0
2129,12167,1706301393,Theft From Motor Vehicle,3/4/17,Mar,1400 E 72ND ST,  TACOMA,   WA,-122.410361  47.191763,"47.191763, -122.410361",18:00,Saturday,0,0
2130,12501,1722809035,Theft From Motor Vehicle,8/15/17,Aug,1400 72ND ST E,  TACOMA,   WA,-122.410361  47.191763,"47.191763, -122.410361",19:00,Tuesday,0,0
2131,12621,1713301814,Theft From Motor Vehicle,5/13/17,May,1400 E 72ND ST,  TACOMA,   WA,-122.410361  47.191763,"47.191763, -122.410361",19:00,Saturday,0,0
2132,13852,1723400412,Theft From Motor Vehicle,8/22/17,Aug,1400 E 72ND ST,  TACOMA,   WA,-122.410361  47.191763,"47.191763, -122.410361",7:00,Tuesday,0,0
2133,12403,1709400322,Theft From Motor Vehicle,4/4/17,Apr,1600 72ND ST E,  TACOMA,   WA,-122.407425  47.191761,"47.191761, -122.407425",4:00,Tuesday,0,0
